source,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating
city scrape,40.4398057,-3.6995792,Private room in rental unit,Private room,2,1.0,1.0,55.0,2,365,5.0
city scrape,40.41199889023019,-3.69426983118899,Entire rental unit,Entire home/apt,4,2.0,2.0,198.0,29,365,5.0
city scrape,40.4024725950512,-3.7166500033421377,Private room in home,Private room,4,1.0,3.0,25.0,2,1125,4.5
city scrape,40.40913,-3.73011,Private room in rental unit,Private room,2,1.0,1.0,35.0,1,12,4.0
city scrape,40.36149677772407,-3.596094284568962,Private room in rental unit,Private room,1,1.0,1.0,27.0,3,30,5.0
previous scrape,40.405929836007694,-3.694409787822878,Entire rental unit,Entire home/apt,4,2.0,3.0,160.0,30,360,5.0
city scrape,40.44041,-3.69974,Entire rental unit,Entire home/apt,2,1.0,2.0,116.0,30,360,5.0
city scrape,40.42455212650247,-3.701129102487024,Entire rental unit,Entire home/apt,2,1.0,1.0,122.0,30,360,4.5
city scrape,40.41197,-3.69611,Entire rental unit,Entire home/apt,2,1.0,1.0,108.0,3,1125,5.0
city scrape,40.401,-3.69334,Entire rental unit,Entire home/apt,4,1.0,2.0,131.0,2,180,4.0
city scrape,40.414868,-3.707682,Entire rental unit,Entire home/apt,4,1.0,2.0,141.0,3,365,5.0
city scrape,40.40378759889673,-3.675140162509244,Private room in rental unit,Private room,1,1.0,1.0,40.0,3,365,4.86
city scrape,40.42187503982839,-3.7149051288089,Entire rental unit,Entire home/apt,4,1.0,1.0,110.0,4,365,5.0
city scrape,40.436629274317205,-3.610034474441109,Entire rental unit,Entire home/apt,2,1.0,1.0,62.0,1,27,4.89
city scrape,40.408,-3.70466,Entire rental unit,Entire home/apt,6,3.0,4.0,219.0,1,1125,4.6
city scrape,40.41522955355233,-3.69741361685099,Private room in rental unit,Private room,2,1.0,1.0,43.0,3,1125,4.9
city scrape,40.42685,-3.70913,Entire rental unit,Entire home/apt,4,1.0,2.0,100.0,2,1125,4.78
city scrape,40.39079260091137,-3.766363664353893,Private room in rental unit,Private room,1,1.0,1.0,30.0,1,365,4.75
city scrape,40.39569821781316,-3.697013901253495,Private room in rental unit,Private room,2,1.0,1.0,50.0,2,5,5.0
city scrape,40.4250963,-3.691769,Entire rental unit,Entire home/apt,4,1.0,2.0,94.0,1,365,5.0
city scrape,40.40801,-3.60157,Private room in home,Private room,1,3.0,3.0,31.0,1,365,5.0
city scrape,40.36387,-3.58327,Entire rental unit,Entire home/apt,8,2.0,4.0,100.0,3,365,5.0
city scrape,40.40745389071861,-3.687366778623804,Entire rental unit,Entire home/apt,6,3.0,4.0,223.0,3,365,5.0
city scrape,40.421047245213096,-3.708165776999212,Entire rental unit,Entire home/apt,4,2.0,3.0,186.0,1,365,4.0
city scrape,40.399084391005054,-3.6639274100165977,Private room in rental unit,Private room,2,1.0,1.0,68.0,1,3,5.0
city scrape,40.4156849,-3.7117116,Entire rental unit,Entire home/apt,4,2.0,2.0,154.0,3,21,5.0
city scrape,40.41345263016773,-3.704928833342469,Entire rental unit,Entire home/apt,2,1.0,1.0,79.0,3,60,4.6
city scrape,40.43319,-3.70313,Private room in rental unit,Private room,2,1.0,1.0,39.0,3,60,4.75
city scrape,40.43677636272997,-3.659508860939345,Entire rental unit,Entire home/apt,4,2.0,3.0,89.0,3,60,4.86
city scrape,40.3852608,-3.6402883,Private room in rental unit,Private room,1,2.0,3.0,20.0,1,1125,4.67
city scrape,40.46713,-3.71949,Private room in rental unit,Private room,1,1.0,1.0,29.0,1,120,5.0
city scrape,40.423408552595504,-3.700437350362352,Private room in rental unit,Private room,2,1.0,1.0,94.0,2,365,5.0
city scrape,40.45127,-3.70195,Entire rental unit,Entire home/apt,6,2.0,2.0,125.0,1,360,5.0
city scrape,40.41304,-3.7186203,Private room in rental unit,Private room,2,1.0,1.0,51.0,2,30,4.57
city scrape,40.4110225,-3.703445299999999,Entire rental unit,Entire home/apt,6,2.0,4.0,161.0,1,365,4.0
city scrape,40.42200585524837,-3.698138206907363,Private room in rental unit,Private room,2,1.0,1.0,78.0,1,365,4.75
city scrape,40.423058192319424,-3.701103292162738,Entire rental unit,Entire home/apt,3,1.0,1.0,82.0,2,21,4.55
city scrape,40.39555172213359,-3.717864296449112,Entire rental unit,Entire home/apt,5,2.0,3.0,80.0,3,365,4.9
city scrape,40.4079312,-3.712806,Private room in rental unit,Private room,2,1.0,1.0,62.0,2,15,5.0
city scrape,40.43008,-3.65516,Entire rental unit,Entire home/apt,4,3.0,4.0,90.0,2,365,5.0
previous scrape,40.43244,-3.70134,Entire rental unit,Entire home/apt,6,3.0,3.0,147.0,2,365,3.75
city scrape,40.40862,-3.70407,Entire rental unit,Entire home/apt,4,2.0,3.0,198.0,1,1125,5.0
city scrape,40.39379805566319,-3.708585991528422,Private room in rental unit,Private room,1,1.0,1.0,29.0,2,365,4.8
city scrape,40.4094545,-3.7051796,Entire serviced apartment,Entire home/apt,4,1.0,1.0,59.0,1,7,4.43
city scrape,40.41758,-3.70904,Private room in rental unit,Private room,2,1.0,1.0,41.0,1,21,3.8
city scrape,40.41738,-3.70918,Private room in rental unit,Private room,3,1.0,1.0,76.0,1,28,5.0
city scrape,40.46975422506727,-3.651019648410037,Private room in rental unit,Private room,1,1.0,1.0,23.0,1,365,4.5
city scrape,40.430207364054496,-3.687546700450316,Entire rental unit,Entire home/apt,2,1.0,1.0,125.0,4,12,5.0
city scrape,40.41122135386982,-3.698138732966503,Entire rental unit,Entire home/apt,3,2.0,2.0,110.0,1,365,5.0
city scrape,40.4255409,-3.705655299999999,Entire rental unit,Entire home/apt,3,1.0,2.0,79.0,3,365,5.0
city scrape,40.427702358243714,-3.7304498255252834,Private room in rental unit,Private room,1,1.0,1.0,35.0,2,1125,4.0
city scrape,40.39428015926273,-3.709323479773833,Private room in rental unit,Private room,1,1.0,1.0,35.0,5,1125,5.0
city scrape,40.39502999771756,-3.70699521732133,Private room in rental unit,Private room,1,1.0,1.0,31.0,5,1125,4.0
city scrape,40.4079106,-3.6999866,Entire rental unit,Entire home/apt,4,1.0,2.0,92.0,5,35,5.0
city scrape,40.46327409316422,-3.6887717617058224,Private room in rental unit,Private room,1,1.0,1.0,58.0,1,10,5.0
city scrape,40.4524643,-3.6726432,Private room in home,Private room,2,1.0,1.0,65.0,4,1125,4.86
city scrape,40.46034,-3.70047,Entire rental unit,Entire home/apt,6,1.0,6.0,108.0,2,120,5.0
city scrape,40.40478756518154,-3.679375872015953,Entire condo,Entire home/apt,3,2.0,1.0,62.0,3,30,4.8
previous scrape,40.41009183910382,-3.7078777057208647,Entire rental unit,Entire home/apt,7,3.0,5.0,136.0,1,1125,4.44
city scrape,40.41051932387386,-3.708183981316453,Entire rental unit,Entire home/apt,7,3.0,5.0,97.0,1,1125,5.0
city scrape,40.39532893633541,-3.697257282589149,Entire rental unit,Entire home/apt,5,3.0,3.0,105.0,2,365,4.75
city scrape,40.40899220000001,-3.7097371,Entire rental unit,Entire home/apt,4,1.0,1.0,108.0,2,14,4.0
city scrape,40.46537332698644,-3.7149616312374354,Private room in rental unit,Private room,2,1.0,1.0,37.0,2,365,4.0
city scrape,40.3994618,-3.6589772,Private room in rental unit,Private room,1,1.0,1.0,35.0,1,365,5.0
city scrape,40.45491222025474,-3.706510774518768,Entire rental unit,Entire home/apt,4,1.0,2.0,62.0,3,60,5.0
city scrape,40.38638,-3.64058,Private room in rental unit,Private room,3,1.0,2.0,32.0,2,365,4.67
city scrape,40.41747132084853,-3.7081844732165337,Private room in rental unit,Private room,2,1.0,1.0,53.0,1,365,4.4
city scrape,40.41845270097295,-3.7077809159994666,Private room in rental unit,Private room,2,1.0,1.0,52.0,1,365,4.4
city scrape,40.45968,-3.70939,Entire rental unit,Entire home/apt,2,1.0,1.0,101.0,3,365,5.0
city scrape,40.4110225,-3.703445299999999,Entire rental unit,Entire home/apt,6,2.0,4.0,122.0,1,365,4.75
previous scrape,40.43954117417834,-3.709237907354903,Entire rental unit,Entire home/apt,4,2.0,2.0,290.0,3,10,5.0
city scrape,40.38604696630512,-3.640582169221653,Private room in rental unit,Private room,6,1.0,2.0,33.0,2,365,5.0
city scrape,40.40988424579936,-3.7071385188945536,Entire rental unit,Entire home/apt,4,1.0,1.0,104.0,1,365,4.2
city scrape,40.4066009,-3.744679799999999,Private room in home,Private room,2,1.0,1.0,47.0,1,3,5.0
city scrape,40.40642399170313,-3.701809191784179,Entire rental unit,Entire home/apt,4,2.0,3.0,106.0,2,365,4.5
city scrape,40.40558880876455,-3.744942746670251,Private room in home,Private room,2,1.0,1.0,48.0,1,3,5.0
city scrape,40.40619327520085,-3.702733138129869,Entire rental unit,Entire home/apt,3,1.0,2.0,85.0,3,365,3.67
city scrape,40.42719539129073,-3.712595340256717,Entire rental unit,Entire home/apt,2,1.0,1.0,76.0,3,1125,5.0
city scrape,40.42084099746307,-3.708377238626385,Entire rental unit,Entire home/apt,4,1.0,2.0,100.0,2,100,5.0
city scrape,40.413180039086896,-3.710796734657543,Entire rental unit,Entire home/apt,4,1.0,1.0,104.0,3,365,4.0
city scrape,40.44741779691131,-3.672744780778885,Entire rental unit,Entire home/apt,7,1.0,3.0,101.0,1,365,2.25
city scrape,40.40914125630043,-3.702403471975352,Entire rental unit,Entire home/apt,2,1.0,1.0,77.0,3,365,4.5
city scrape,40.35456253519816,-3.681256460567367,Private room in rental unit,Private room,1,1.0,1.0,36.0,1,365,2.0
city scrape,40.41188780510836,-3.70254511841595,Entire rental unit,Entire home/apt,3,2.0,3.0,154.0,7,120,5.0
city scrape,40.3813624,-3.7302752,Private room in rental unit,Private room,2,1.0,1.0,20.0,1,365,4.94
city scrape,40.40395918884431,-3.692624191005583,Entire rental unit,Entire home/apt,6,2.0,3.0,87.0,2,365,4.0
city scrape,40.42703866467476,-3.704263603208464,Entire rental unit,Entire home/apt,2,1.0,1.0,76.0,31,365,5.0
city scrape,40.42734,-3.70356,Private room in rental unit,Private room,2,1.0,1.0,44.0,1,28,4.67
city scrape,40.410169,-3.7052192,Tiny home,Entire home/apt,4,1.0,2.0,95.0,1,365,5.0
city scrape,40.42316717200184,-3.701832304884404,Entire rental unit,Entire home/apt,2,1.0,1.0,80.0,1,20,5.0
city scrape,40.42379652015117,-3.7017105844250713,Entire rental unit,Entire home/apt,4,1.0,1.0,116.0,1,365,4.5
city scrape,40.41209611020841,-3.70051771402359,Private room in rental unit,Private room,2,1.0,1.0,33.0,2,1125,4.42
city scrape,40.43245,-3.7101396,Entire rental unit,Entire home/apt,2,1.0,1.0,71.0,1,1125,4.8
city scrape,40.415423111296505,-3.707062514484204,Entire rental unit,Entire home/apt,5,2.0,3.0,144.0,3,65,5.0
city scrape,40.4194282,-3.7071099,Entire rental unit,Entire home/apt,3,2.0,2.0,150.0,3,365,5.0
city scrape,40.4182682,-3.7081616,Private room in rental unit,Private room,2,1.0,1.0,50.0,1,365,4.14
city scrape,40.4182682,-3.7081616,Private room in rental unit,Private room,2,1.0,1.0,50.0,1,365,4.73
city scrape,40.469366434092535,-3.5819624655317024,Private room in rental unit,Private room,6,1.0,4.0,53.0,1,35,4.93
city scrape,40.409429190044094,-3.699936851766892,Entire loft,Entire home/apt,3,1.0,2.0,48.0,1,1125,4.55
city scrape,40.40562,-3.74375,Entire rental unit,Entire home/apt,6,2.0,3.0,84.0,1,8,4.33
city scrape,40.4489159,-3.6889046,Entire rental unit,Entire home/apt,2,1.0,1.0,97.0,4,14,5.0
city scrape,40.469412766591375,-3.5824526488033883,Private room in rental unit,Private room,9,2.0,6.0,89.0,1,30,4.5
city scrape,40.43132459773724,-3.7027452886104575,Private room in rental unit,Private room,2,1.0,1.0,31.0,1,15,4.73
city scrape,40.39033,-3.66159,Private room in casa particular,Private room,2,1.0,1.0,34.0,1,10,4.8
city scrape,40.43783,-3.68331,Entire rental unit,Entire home/apt,2,1.0,1.0,110.0,1,1125,4.0
city scrape,40.40746779438496,-3.706649329344501,Entire rental unit,Entire home/apt,6,3.0,6.0,164.0,1,365,5.0
city scrape,40.4151864,-3.6998424,Entire rental unit,Entire home/apt,2,1.0,1.0,91.0,2,1125,5.0
city scrape,40.35247561194154,-3.685415045282656,Private room in rental unit,Private room,3,1.0,2.0,51.0,1,365,4.8
city scrape,40.41664884512244,-3.6968390640996063,Entire rental unit,Entire home/apt,6,3.0,3.0,265.0,1,365,5.0
city scrape,40.44287165221482,-3.6983456818955456,Entire rental unit,Entire home/apt,3,1.0,1.0,108.0,2,365,5.0
city scrape,40.35249,-3.69703,Private room in rental unit,Private room,2,1.0,2.0,19.0,1,30,5.0
city scrape,40.430623878647125,-3.720607722267354,Entire rental unit,Entire home/apt,2,1.0,1.0,73.0,3,365,4.5
city scrape,40.40527575214507,-3.6956967458183954,Entire rental unit,Entire home/apt,3,2.0,2.0,82.0,1,1125,5.0
city scrape,40.4541318,-3.6814842,Entire rental unit,Entire home/apt,4,1.0,2.0,102.0,3,365,5.0
city scrape,40.3741365,-3.6216168,Private room in rental unit,Private room,2,1.0,1.0,33.0,2,1110,4.56
city scrape,40.47323,-3.65284,Private room in rental unit,Private room,1,1.0,1.0,24.0,1,1125,4.6
city scrape,40.431553516908494,-3.656521439552307,Private room in rental unit,Private room,1,1.0,1.0,21.0,1,1125,4.77
city scrape,40.42713091131296,-3.6405807361006737,Private room in rental unit,Private room,1,1.0,1.0,22.0,1,365,4.33
city scrape,40.45617663220144,-3.680652268230915,Entire rental unit,Entire home/apt,2,1.0,1.0,103.0,2,365,5.0
city scrape,40.43650036779344,-3.709011391781268,Entire rental unit,Entire home/apt,3,2.0,2.0,92.0,10,90,3.0
city scrape,40.3875726,-3.7364279,Private room in rental unit,Private room,2,1.0,1.0,32.0,1,365,5.0
city scrape,40.4635,-3.71566,Private room in rental unit,Private room,2,2.0,1.0,37.0,2,365,5.0
city scrape,40.42078599475852,-3.698067136329766,Entire rental unit,Entire home/apt,4,1.0,1.0,159.0,2,365,4.2
city scrape,40.45788237379781,-3.682184158232135,Entire rental unit,Entire home/apt,2,1.0,1.0,107.0,5,365,4.67
city scrape,40.40092442668483,-3.6758382439640513,Entire rental unit,Entire home/apt,4,1.0,1.0,75.0,10,365,3.67
city scrape,40.418043924072,-3.700700593894504,Entire rental unit,Entire home/apt,4,1.0,2.0,100.0,3,365,4.83
city scrape,40.3741365,-3.6216168,Private room in rental unit,Private room,2,1.0,1.0,33.0,2,1110,4.88
city scrape,40.41105955349575,-3.697489678923142,Entire rental unit,Entire home/apt,4,2.0,3.0,94.0,3,365,5.0
city scrape,40.41148,-3.71768,Entire rental unit,Entire home/apt,4,1.0,2.0,95.0,3,365,4.85
city scrape,40.4070844,-3.6997092,Entire rental unit,Entire home/apt,4,2.0,2.0,107.0,29,365,4.25
city scrape,40.413246,-3.6953184,Entire rental unit,Entire home/apt,4,2.0,2.0,190.0,3,365,5.0
city scrape,40.41166544931829,-3.6966209117576345,Entire rental unit,Entire home/apt,4,2.0,2.0,151.0,4,365,4.4
city scrape,40.4609272911005,-3.69801168391684,Entire rental unit,Entire home/apt,6,3.0,4.0,151.0,3,1125,5.0
city scrape,40.4218907,-3.703881299999999,Shared room in rental unit,Shared room,1,1.0,4.0,21.0,1,365,5.0
city scrape,40.446399356075936,-3.67346163202688,Entire rental unit,Entire home/apt,6,1.0,4.0,100.0,1,365,3.67
city scrape,40.4109744943731,-3.696745976883769,Entire rental unit,Entire home/apt,6,2.0,3.0,137.0,2,365,5.0
city scrape,40.39941443515137,-3.6952557278310505,Entire rental unit,Entire home/apt,4,1.0,1.0,202.0,1,365,5.0
city scrape,40.42393699894602,-3.695878238581794,Entire serviced apartment,Entire home/apt,2,1.0,1.0,98.0,2,30,5.0
city scrape,40.41365669999999,-3.717642577246103,Entire rental unit,Entire home/apt,2,1.0,1.0,61.0,3,365,4.67
city scrape,40.44854599218245,-3.673069989582396,Entire rental unit,Entire home/apt,10,2.0,5.0,164.0,1,365,4.5
previous scrape,40.447084962826914,-3.665305078192111,Private room in rental unit,Private room,2,1.0,1.0,45.0,1,1125,4.92
city scrape,40.449562637697056,-3.695664115748271,Shared room in hotel,Shared room,1,1.0,1.0,23.0,1,365,3.67
city scrape,40.41218117399266,-3.7207120793261015,Entire rental unit,Entire home/apt,4,2.0,2.0,134.0,14,360,4.5
city scrape,40.42183673166692,-3.714566128592913,Entire rental unit,Entire home/apt,4,2.0,2.0,111.0,1,1125,5.0
city scrape,40.40473675897859,-3.696082010865212,Entire rental unit,Entire home/apt,6,2.0,5.0,100.0,1,365,3.86
city scrape,40.44967400918169,-3.695415303262669,Shared room in hotel,Shared room,1,1.0,1.0,23.0,1,365,4.33
city scrape,40.4182682,-3.7081616,Private room in rental unit,Private room,2,1.0,1.0,53.0,1,365,4.2
city scrape,40.47383055139042,-3.690930039227124,Entire rental unit,Entire home/apt,2,1.0,1.0,114.0,1,365,4.8
city scrape,40.38428124838631,-3.7292602559401273,Private room in casa particular,Private room,2,1.0,1.0,17.0,1,30,4.8
city scrape,40.47177362878104,-3.6888605001021073,Entire rental unit,Entire home/apt,2,1.0,1.0,136.0,1,365,5.0
city scrape,40.41207670894589,-3.700430542230606,Private room in rental unit,Private room,1,1.0,1.0,22.0,3,365,4.6
city scrape,40.42870561405328,-3.673150800168514,Entire rental unit,Entire home/apt,3,2.0,2.0,120.0,5,365,5.0
city scrape,40.43007988376318,-3.687463298500166,Entire rental unit,Entire home/apt,2,1.0,1.0,131.0,4,12,4.6
previous scrape,40.42218,-3.69947,Entire rental unit,Entire home/apt,6,3.0,3.0,156.0,2,365,4.7
city scrape,40.422271336583385,-3.703904356007973,Entire rental unit,Entire home/apt,6,2.0,3.0,80.0,2,365,4.08
city scrape,40.44765969992684,-3.69482571118984,Room in hotel,Private room,2,1.0,2.0,62.0,1,365,3.5
city scrape,40.3914649,-3.7369409,Private room in rental unit,Private room,4,2.0,3.0,70.0,1,365,4.33
city scrape,40.471320795182855,-3.581762261879116,Private room in rental unit,Private room,3,1.0,2.0,50.0,1,35,4.85
city scrape,40.3807289,-3.694279,Entire rental unit,Entire home/apt,4,1.0,2.0,92.0,1,1125,4.67
city scrape,40.3807289,-3.694279,Entire rental unit,Entire home/apt,4,1.0,2.0,96.0,1,1125,4.33
city scrape,40.4269451,-3.7085098,Entire rental unit,Entire home/apt,3,1.0,3.0,85.0,3,365,5.0
city scrape,40.39436903511315,-3.693616376307346,Entire rental unit,Entire home/apt,4,2.0,2.0,61.0,2,365,4.75
city scrape,40.4744247,-3.7140576,Entire rental unit,Entire home/apt,6,2.0,2.0,70.0,2,365,3.6
city scrape,40.4543237,-3.6813431,Entire rental unit,Entire home/apt,4,1.0,2.0,163.0,2,1125,5.0
city scrape,40.41208824587771,-3.704339686508187,Private room in rental unit,Private room,1,1.0,1.0,38.0,2,365,4.0
city scrape,40.4277288,-3.6459145,Entire rental unit,Entire home/apt,3,1.0,2.0,95.0,1,1125,5.0
city scrape,40.38362720061061,-3.710578640452668,Private room in rental unit,Private room,1,1.0,2.0,28.0,2,15,4.25
city scrape,40.4550572347308,-3.668200835854766,Entire chalet,Entire home/apt,6,2.0,4.0,87.0,1,1125,4.0
city scrape,40.44005901905082,-3.642387130375064,Entire chalet,Entire home/apt,8,3.0,4.0,103.0,1,1125,5.0
city scrape,40.40669520000001,-3.7355679,Private room in rental unit,Private room,2,1.0,1.0,20.0,1,365,3.5
city scrape,40.40873067360501,-3.704967258219989,Entire rental unit,Entire home/apt,4,2.0,2.0,97.0,3,180,5.0
city scrape,40.45097999490468,-3.70972204365864,Entire rental unit,Entire home/apt,4,1.0,2.0,118.0,2,1125,4.75
city scrape,40.476969268444925,-3.70593478700722,Entire rental unit,Entire home/apt,5,2.0,3.0,136.0,1,1125,5.0
city scrape,40.40677178548328,-3.711273372173309,Private room in rental unit,Private room,4,1.0,2.0,95.0,2,365,5.0
city scrape,40.4228745,-3.6982822,Entire rental unit,Entire home/apt,3,1.0,1.0,80.0,3,365,5.0
city scrape,40.38536607468189,-3.717188147112595,Entire rental unit,Entire home/apt,6,3.0,4.0,125.0,1,365,5.0
previous scrape,40.46755411095408,-3.669507098120844,Private room in condo,Private room,1,1.0,1.0,38.0,1,1125,5.0
city scrape,40.43578586487751,-3.713062372273397,Entire rental unit,Entire home/apt,4,2.0,2.0,112.0,2,1125,5.0
city scrape,40.41629987689188,-3.701215087533709,Private room in rental unit,Private room,1,2.0,2.0,55.0,1,3,4.75
city scrape,40.38768149454,-3.7353113942002087,Entire rental unit,Entire home/apt,2,1.0,1.0,44.0,1,365,4.69
city scrape,40.46970738217686,-3.699227554653632,Entire rental unit,Entire home/apt,4,1.0,2.0,57.0,3,365,3.5
city scrape,40.41119824352741,-3.7295398088164977,Entire rental unit,Entire home/apt,5,3.0,4.0,72.0,2,365,5.0
city scrape,40.4154810302416,-3.697801367936719,Entire rental unit,Entire home/apt,6,3.0,3.0,257.0,1,365,5.0
city scrape,40.38047028716858,-3.7004624127418735,Private room in rental unit,Private room,1,1.0,1.0,25.0,3,31,5.0
city scrape,40.42407660741496,-3.675774086493601,Entire rental unit,Entire home/apt,2,1.0,1.0,141.0,3,365,5.0
city scrape,40.488984445389896,-3.6719255964089137,Entire rental unit,Entire home/apt,4,2.0,3.0,140.0,2,365,3.0
city scrape,40.42607186058333,-3.691477924337754,Entire rental unit,Entire home/apt,2,1.0,1.0,65.0,3,365,4.63
city scrape,40.42586376268902,-3.6929120367269697,Entire rental unit,Entire home/apt,2,1.0,1.0,65.0,3,365,4.9
city scrape,40.38634,-3.73684,Entire rental unit,Entire home/apt,2,1.0,1.0,54.0,1,365,4.91
city scrape,40.396117,-3.6687806,Entire home,Entire home/apt,3,1.0,1.0,61.0,3,365,3.0
city scrape,40.4187879,-3.6780315,Private room in rental unit,Private room,2,1.0,1.0,49.0,2,365,4.88
city scrape,40.39566116398653,-3.698829228904151,Entire rental unit,Entire home/apt,4,1.0,2.0,60.0,2,365,4.0
city scrape,40.40899220000001,-3.7097371,Entire rental unit,Entire home/apt,4,1.0,2.0,108.0,2,14,5.0
city scrape,40.406462064643385,-3.705344290979049,Entire rental unit,Entire home/apt,4,2.0,3.0,135.0,2,1125,4.0
city scrape,40.4151487,-3.7036732,Entire rental unit,Entire home/apt,6,2.0,6.0,132.0,3,365,4.5
city scrape,40.38729686220152,-3.735008141562681,Entire rental unit,Entire home/apt,3,1.0,1.0,50.0,1,365,5.0
city scrape,40.4419666412356,-3.69563047159153,Entire rental unit,Entire home/apt,3,1.0,2.0,60.0,1,365,4.0
city scrape,40.409663143189,-3.71087260791848,Entire rental unit,Entire home/apt,2,1.0,1.0,58.0,1,60,4.6
city scrape,40.41516780815748,-3.707555956009644,Entire rental unit,Entire home/apt,4,1.0,2.0,102.0,2,60,5.0
city scrape,40.4106363,-3.701483,Entire rental unit,Entire home/apt,3,2.0,2.0,125.0,2,45,5.0
city scrape,40.44605253163894,-3.664742492487484,Entire rental unit,Entire home/apt,7,3.0,5.0,172.0,2,365,4.75
city scrape,40.38219455069128,-3.70310676605941,Entire home,Entire home/apt,4,3.0,5.0,79.0,1,1125,5.0
previous scrape,40.42608539558178,-3.658551333483428,Private room in rental unit,Private room,1,1.0,1.0,45.0,3,20,5.0
city scrape,40.3882264,-3.6569484,Private room in rental unit,Private room,2,1.0,1.0,28.0,1,1125,5.0
city scrape,40.36886285914984,-3.7059292440464273,Private room in rental unit,Private room,2,5.0,1.0,27.0,1,1125,5.0
city scrape,40.41304344478767,-3.705711900249145,Entire rental unit,Entire home/apt,4,1.0,2.0,97.0,1,365,4.83
city scrape,40.38652767792157,-3.705711144064699,Entire rental unit,Entire home/apt,6,3.0,3.0,150.0,1,365,4.0
city scrape,40.41236,-3.71516,Entire rental unit,Entire home/apt,4,1.0,2.0,200.0,1,365,4.92
city scrape,40.42963037124772,-3.657951702558146,Entire rental unit,Entire home/apt,2,1.0,1.0,55.0,3,365,4.4
city scrape,40.42329305924228,-3.701926053166281,Entire rental unit,Entire home/apt,2,1.0,1.0,70.0,2,27,5.0
city scrape,40.44161501823069,-3.5707559094873424,Entire rental unit,Entire home/apt,2,1.0,1.0,82.0,4,20,5.0
city scrape,40.39686967462708,-3.6987137006851833,Entire rental unit,Entire home/apt,4,1.0,2.0,56.0,2,365,4.0
city scrape,40.41156244582365,-3.701868216106037,Entire rental unit,Entire home/apt,3,1.0,2.0,73.0,2,365,5.0
city scrape,40.4023196,-3.6483095,Private room in rental unit,Private room,2,1.0,1.0,33.0,3,365,4.6
city scrape,40.4586706,-3.7835349,Private room in rental unit,Private room,1,1.0,1.0,35.0,1,1125,5.0
city scrape,40.408721377635615,-3.7223339182857296,Private room in rental unit,Private room,1,1.0,1.0,26.0,1,365,4.71
city scrape,40.3951990811771,-3.73120490124533,Private room in rental unit,Private room,2,1.0,1.0,27.0,1,365,5.0
city scrape,40.47867,-3.70346,Private room in casa particular,Private room,1,2.0,1.0,26.0,1,90,5.0
city scrape,40.41043272057704,-3.696410381221016,Entire rental unit,Entire home/apt,3,1.0,1.0,77.0,2,1125,4.73
city scrape,40.4314863539832,-3.7184900909537344,Private room in condo,Private room,2,1.0,1.0,37.0,1,365,4.94
city scrape,40.415689262756935,-3.699989889676419,Entire rental unit,Entire home/apt,2,1.0,2.0,70.0,2,365,4.6
city scrape,40.4044509321434,-3.694691505157423,Room in hotel,Private room,5,1.0,5.0,113.0,1,365,5.0
city scrape,40.42451422611021,-3.7160881176100378,Entire rental unit,Entire home/apt,3,2.0,2.0,124.0,1,365,4.8
city scrape,40.4043413134125,-3.696091341377829,Entire rental unit,Entire home/apt,5,1.0,5.0,117.0,1,365,5.0
city scrape,40.44841127843999,-3.715852698999868,Entire rental unit,Entire home/apt,2,1.0,1.0,168.0,3,1000,4.67
city scrape,40.42535034220427,-3.706342970024778,Private room in rental unit,Private room,2,1.0,1.0,42.0,1,365,4.22
city scrape,40.41897815722569,-3.676658527204438,Private room in rental unit,Private room,1,2.0,1.0,98.0,2,1125,4.88
city scrape,40.38332325150413,-3.728219326962766,Private room in bed and breakfast,Private room,2,1.0,1.0,35.0,1,365,4.67
city scrape,40.42446246015167,-3.702327396093988,Entire rental unit,Entire home/apt,4,1.0,2.0,112.0,3,1000,5.0
city scrape,40.43283,-3.67333,Private room in rental unit,Private room,2,1.0,1.0,36.0,1,365,1.0
city scrape,40.43326642698879,-3.675143474075962,Private room in rental unit,Private room,2,1.0,1.0,35.0,1,365,5.0
city scrape,40.43468665198145,-3.673411992984595,Private room in rental unit,Private room,2,1.0,1.0,25.0,1,365,4.33
city scrape,40.4328471312683,-3.6746212562786034,Private room in rental unit,Private room,1,1.0,1.0,25.0,1,365,5.0
city scrape,40.427472144396944,-3.674143579461737,Private room in rental unit,Private room,2,1.0,1.0,39.0,1,365,4.0
city scrape,40.4165082,-3.7023837,Entire rental unit,Entire home/apt,6,2.0,3.0,206.0,2,30,5.0
city scrape,40.42635936481426,-3.644260138176652,Private room in rental unit,Private room,1,1.0,1.0,25.0,3,365,5.0
city scrape,40.40888426878139,-3.671074765616252,Entire rental unit,Entire home/apt,4,2.0,2.0,104.0,4,1125,4.67
city scrape,40.39531607990364,-3.698527365266431,Entire rental unit,Entire home/apt,4,1.0,2.0,64.0,2,365,2.5
city scrape,40.39539697883213,-3.6986441319008825,Entire rental unit,Entire home/apt,4,1.0,2.0,67.0,2,365,5.0
city scrape,40.409580472708186,-3.670638879962339,Entire rental unit,Entire home/apt,4,2.0,2.0,106.0,4,1125,4.75
city scrape,40.38375046254169,-3.7419265603613066,Entire rental unit,Entire home/apt,10,2.0,7.0,117.0,1,365,5.0
city scrape,40.42024,-3.70836,Entire rental unit,Entire home/apt,6,3.0,3.0,116.0,2,365,4.0
